name,address,telephone,url,latitude,longitude,starRating
"Kimpton Shinjuku Tokyo, an IHG Hotel","Nishishinjuku 3-4-7 , 160-0023, Tokyo",+81357831262,https://www.travelmyth.com/Tokyo/Hotels/Kimpton-Shinjuku-Tokyo-an-IHG-Hotel_tmid3579827,35.68594400,139.69233300,5
Hotel New Otani Tokyo Garden Tower,"Chiyoda-ku Kioicho 4-1, 102-8578, Tokyo",+81332651111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-New-Otani-Tokyo-Garden-Tower_tmid843033,35.67985500,139.73502200,5
Hotel Okura Tokyo Bay,"Maihama 1-8, 279-8585, Tokyo",+81473553333,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Okura-Tokyo-Bay_tmid592049,35.62755300,139.87636000,5
Ginza Creston,"Chuo-ku Akashi-cho 8, 104-0044, Tokyo",+81355505700,https://www.travelmyth.com/Tokyo/Hotels/Ginza-Creston_tmid301708,35.66625700,139.77828800,4
Hilton Tokyo Odaiba,"Minato-ku Daiba  1-9-1 , 135-8625, Tokyo",+81355005500,https://www.travelmyth.com/Tokyo/Hotels/Hilton-Tokyo-Odaiba_tmid196728,35.62652200,139.77057700,5
Hotel Emion Tokyo Bay,"Hinode 1-1-1 , 279-0013, Tokyo",+81473042727,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Emion-Tokyo-Bay_tmid158921,35.64707000,139.92003500,4
Rihga Royal Hotel Tokyo,"Shinjuku-ku Totsuka-machi 1-104-19, 169-8613, Tokyo",+81352851121,https://www.travelmyth.com/Tokyo/Hotels/Rihga-Royal-Hotel-Tokyo_tmid136282,35.71059400,139.72253100,4
Hotel Ryumeikan Tokyo,"Chuo-ku Yaesu 1-3-22, 103-0028, Tokyo",+81332710971,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Ryumeikan-Tokyo_tmid128046,35.68317500,139.77100700,4
"The Tokyo EDITION, Toranomon","Minato-ku Toranomon 4-1-1, 105-0001, Tokyo",+81354221600,https://www.travelmyth.com/Tokyo/Hotels/The-Tokyo-EDITION-Toranomon_tmid3424921,35.66703900,139.74948200,5
Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,"Shinjuku-ku, Nishi-shinjuku 6-12-39, 160-0023, Tokyo",+81359098480,https://www.travelmyth.com/Tokyo/Hotels/Daiwa-Roynet-Hotel-Nishi-Shinjuku-PREMIER_tmid2724760,35.69432800,139.68956200,4
Hyatt Centric Ginza Tokyo,"Chou-Ku Ginza 6-6-7, 104-0061, Tokyo",+81368371234,https://www.travelmyth.com/Tokyo/Hotels/Hyatt-Centric-Ginza-Tokyo_tmid1904305,35.67075400,139.76222600,5
Hotel Gajoen Tokyo,"Meguro Shimomeguro 1-8-1   , 153-0064, Tokyo",+81334914111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Gajoen-Tokyo_tmid1405725,35.63143400,139.71397300,5
Hotel Grand Arc Hanzomon,"Chiyoda-ku Hayabusa-cho 1-1, 102-0092, Tokyo",+81332880111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Grand-Arc-Hanzomon_tmid228729,35.68313900,139.74344100,3
Mercure Tokyo Ginza,"Chuo-ku Ginza  2-9-4 , 104-0061, Tokyo",+81343351111,https://www.travelmyth.com/Tokyo/Hotels/Mercure-Tokyo-Ginza_tmid227668,35.67277200,139.76849400,4
Hotel The Celestine Tokyo Shiba,"Minato-ku, Shiba 3-23-1, 105-0014, Tokyo",+81354414111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-The-Celestine-Tokyo-Shiba_tmid219940,35.65073400,139.74924500,4
Shiba Park Hotel,"Minato-ku Shibakoen 1-5-10 , 105-0011, Tokyo",,https://www.travelmyth.com/Tokyo/Hotels/Shiba-Park-Hotel_tmid197738,35.65872200,139.75238100,4
Grand Prince Hotel Takanawa,"Minato-ku, Takanawa 3-13-1, 108-8612, Tokyo",+81334471111,https://www.travelmyth.com/Tokyo/Hotels/Grand-Prince-Hotel-Takanawa_tmid35461,35.63175000,139.73433500,4
MIMARU TOKYO ASAKUSA STATION,"Taito-ku Kaminarimon 2-20-4, 111-0034, Tokyo",+81362317183,https://www.travelmyth.com/Tokyo/Hotels/MIMARU-TOKYO-ASAKUSA-STATION_tmid3966709,35.71026300,139.79760100,4
MIMARU TOKYO GINZA EAST,"Chuo-ku Shintomi 1-4-4, 104-0041, Tokyo",+81362804017,https://www.travelmyth.com/Tokyo/Hotels/MIMARU-TOKYO-GINZA-EAST_tmid3686358,35.67298300,139.77281900,4
Pullman Tokyo Tamachi,"Minato-ku Shibaura 3-1-21, 108-8566, Tokyo",+81364005855,https://www.travelmyth.com/Tokyo/Hotels/Pullman-Tokyo-Tamachi_tmid2795780,35.64571700,139.74902700,5
MIMARU TOKYO HATCHOBORI,"3-8-8 NIhombashi Kayabacho, Chuo-ku, 103-0025, Tokyo",+81366619211,https://www.travelmyth.com/Tokyo/Hotels/MIMARU-TOKYO-HATCHOBORI_tmid2262150,35.67758400,139.77806100,4
Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN,"Chiyoda-ku Kioicho 4-1, 102-8578, Tokyo",+81332651111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-New-Otani-Tokyo-EXECUTIVE-HOUSE-ZEN_tmid1065629,35.68119600,139.73375800,5
Tokyo Marriott Hotel,"Shinagawa-ku Kitashinagawa 4-7-36, 140-0001, Tokyo",+81354883911,https://www.travelmyth.com/Tokyo/Hotels/Tokyo-Marriott-Hotel_tmid418185,35.62187100,139.73675800,4
Hilton Tokyo Bay,"Maihama 1-8, 279-0031, Tokyo",+81473555000,https://www.travelmyth.com/Tokyo/Hotels/Hilton-Tokyo-Bay_tmid202827,35.62794800,139.87365400,5
Hotel Metropolitan Edmont Tokyo,"Chiyoda-ku Iidabashi 3-10-8 , 102-8130, Tokyo",+81332371111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Metropolitan-Edmont-Tokyo_tmid189373,35.70062700,139.74910100,4
Hotel Asia Center of Japan,"Minato-ku, Akasaka 8-10-32, 107-0052, Tokyo",+81334026111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Asia-Center-of-Japan_tmid179713,35.67065500,139.72803400,3
Solaria Nishitetsu Hotel Ginza,"Chuo-ku Ginza 4-9-2 , 104-0061, Tokyo",+81367315555,https://www.travelmyth.com/Tokyo/Hotels/Solaria-Nishitetsu-Hotel-Ginza_tmid105978,35.67089100,139.76737200,4
Hotel Monterey Akasaka,"Minato-ku, Akasaka 4-9-24, 107-0052, Tokyo",+81334017111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Monterey-Akasaka_tmid40866,35.67558400,139.73271200,4
Sotetsu Grand Fresa Tokyo-Bay Ariake,"Koto-ku Ariake  3-6-6, 135-0063, Tokyo",+81368992030,https://www.travelmyth.com/Tokyo/Hotels/Sotetsu-Grand-Fresa-Tokyo-Bay-Ariake_tmid13968,35.63234800,139.78939000,3
MIMARU TOKYO UENO OKACHIMACHI,"Taito-ku Ueno 1-chome, 110-0005, Tokyo",+81358178335,https://www.travelmyth.com/Tokyo/Hotels/MIMARU-TOKYO-UENO-OKACHIMACHI_tmid3864112,35.70660200,139.77162100,4
MIMARU TOKYO UENO EAST,"Taito-ku Higashiueno 4-26-3, 110-0015 , Tokyo",+81358111677,https://www.travelmyth.com/Tokyo/Hotels/MIMARU-TOKYO-UENO-EAST_tmid2720899,35.71463800,139.78012100,4
Tokyo Bay Tokyu Hotel,"Hinode 7-2-3, 279-0013, Tokyo",+81473900109,https://www.travelmyth.com/Tokyo/Hotels/Tokyo-Bay-Tokyu-Hotel_tmid1904289,35.63763700,139.93248500,4
MOXY Tokyo Kinshicho,"Sumida-ku Kotobashi 3-4-2 , 130-0022, Tokyo",+81356248801,https://www.travelmyth.com/Tokyo/Hotels/MOXY-Tokyo-Kinshicho_tmid1903821,35.69356100,139.81327500,4
Hotel Allamanda Aoyama Tokyo,"Minato-ku Kita Aoyama 2-7-13, 107-0061, Tokyo",+81364329074,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Allamanda-Aoyama-Tokyo_tmid1314023,35.67072700,139.71797600,5
Oakwood Premier Tokyo,"Chiyoda-ku, Marunouchi 1-8-2, 100-0005, Tokyo",+81366316800,https://www.travelmyth.com/Tokyo/Hotels/Oakwood-Premier-Tokyo_tmid1088887,35.68202300,139.76935700,5
Hotel Gracery Shinjuku,"Shinjuku-ku Kabukicho 1-19-1, 160-0021, Tokyo",+81368331111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Gracery-Shinjuku_tmid617815,35.69535700,139.70206500,4
JR Kyushu Hotel Blossom Shinjuku,"Shibuya-ku Yoyogi 2-6-2, 151-0053, Tokyo",+81353338687,https://www.travelmyth.com/Tokyo/Hotels/JR-Kyushu-Hotel-Blossom-Shinjuku_tmid492350,35.68778600,139.69839200,4
Hotel Sunroute Asakusa,"Taito-ku Kaminarimon 1-8-5, 111-0034, Tokyo",+81338471511,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Sunroute-Asakusa_tmid393917,35.71074700,139.79177700,3
Hundred Stay Tokyo Shinjuku,"Shinjuku-ku, Hyakunin-cho 2-27-7, 169-0073, Tokyo",+81368909100,https://www.travelmyth.com/Tokyo/Hotels/Hundred-Stay-Tokyo-Shinjuku_tmid271086,35.70198200,139.69575700,4
Shinagawa Prince Hotel,"Minato-ku, Takanawa 4-10-30, 108-8611, Tokyo",+81334401111,https://www.travelmyth.com/Tokyo/Hotels/Shinagawa-Prince-Hotel_tmid256302,35.62795700,139.73639500,4
Dai-ichi Hotel Ryogoku,"Sumida-ku, Yokoami 1-6-1, 130-0015, Tokyo",+81356115211,https://www.travelmyth.com/Tokyo/Hotels/Dai-ichi-Hotel-Ryogoku_tmid241954,35.69830000,139.79711900,4
Shinjuku Prince Hotel,"Shinjuku-ku, Kabuki-cho 1-30-1, 160-8487, Tokyo",+81332051111,https://www.travelmyth.com/Tokyo/Hotels/Shinjuku-Prince-Hotel_tmid239604,35.69407700,139.70040200,4
Marunouchi Hotel,"Chiyoda-ku Marunouchi  1-6-3 , 100-0005, Tokyo",,https://www.travelmyth.com/Tokyo/Hotels/Marunouchi-Hotel_tmid185176,35.68333700,139.76658000,5
Hyatt Regency Tokyo,"Shinjuku-ku, Nishishinjuku 2-7-2, 160-0023, Tokyo",+81333481234,https://www.travelmyth.com/Tokyo/Hotels/Hyatt-Regency-Tokyo_tmid168702,35.69105600,139.69136300,4
THE KITANO HOTEL TOKYO,"Chiyoda-ku Hirakawacho 2-16-15 , 102-0093, Tokyo",,https://www.travelmyth.com/Tokyo/Hotels/THE-KITANO-HOTEL-TOKYO_tmid37980,35.67915400,139.74108500,5
Hotel Monterey Hanzomon,"Chiyoda-ku Ichiban-cho  23-1 , 102-0082, Tokyo",+81335567111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Monterey-Hanzomon_tmid2584,35.68669000,139.74195200,4
Shibuya Stream Excel Hotel Tokyu,"Shibuya-ku Shibuya 3-21-3, 150-0002, Tokyo",+81334061090,https://www.travelmyth.com/Tokyo/Hotels/Shibuya-Stream-Excel-Hotel-Tokyu_tmid2722102,35.65706700,139.70300400,4
Comfort Suites Tokyo Bay,"Urayasu-shi Akemi 5-8-18, 279-0014, Tokyo",+81473809211,https://www.travelmyth.com/Tokyo/Hotels/Comfort-Suites-Tokyo-Bay_tmid2719258,35.63842400,139.92735900,3
ibis Styles Tokyo Bay,"Hinode 2-1-1 , 279-0013, Tokyo",+81473816775,https://www.travelmyth.com/Tokyo/Hotels/ibis-Styles-Tokyo-Bay_tmid2527659,35.64906600,139.92177400,3
Hiyori Hotel Maihama,"Higashino 2-25-8, 279-0042, Tokyo",+81473907300,https://www.travelmyth.com/Tokyo/Hotels/Hiyori-Hotel-Maihama_tmid1898838,35.64639900,139.89707300,3
Daiwa Roynet Hotel Ginza PREMIER,"Chuo-ku Ginza 1-13-15, 104-0061, Tokyo",+81351591380,https://www.travelmyth.com/Tokyo/Hotels/Daiwa-Roynet-Hotel-Ginza-PREMIER_tmid1057214,35.67344700,139.76916100,4
Hotel Wing International Premium Tokyo Yotsuya,"Shinjuku-ku Yotsuya3-14-1, 160-0004, Tokyo",+81333562111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Wing-International-Premium-Tokyo-Yotsuya_tmid515930,35.68805000,139.71839500,3
Oriental Hotel Tokyo Bay,"Mihama 1-8-2, 279-0011, Tokyo",+81473508111,https://www.travelmyth.com/Tokyo/Hotels/Oriental-Hotel-Tokyo-Bay_tmid391559,35.65046900,139.91251500,4
Nishitetsu Inn Shinjuku,"Shinjuku-ku, Nishishinjuku 7-23-2, 160-0023, Tokyo",+81333675454,https://www.travelmyth.com/Tokyo/Hotels/Nishitetsu-Inn-Shinjuku_tmid83804,35.69417100,139.69423900,3
Hyatt Regency Tokyo Bay,"5-8-23 Akemi, 279-0014, Tokyo",+81473051234,https://www.travelmyth.com/Tokyo/Hotels/Hyatt-Regency-Tokyo-Bay_tmid3528840,35.63752100,139.92654600,4
Mitsui Garden Hotel Toyosu Premier - Tokyo,"Koto-ku, Toyosu 2-2-1, 135-0061, Tokyo",+81335343931,https://www.travelmyth.com/Tokyo/Hotels/Mitsui-Garden-Hotel-Toyosu-Premier-Tokyo_tmid3420433,35.65474800,139.79459900,4
MIMARU TOKYO UENO INARICHO,"Taito-ku Higashiueno 5-8-2, 110-0015, Tokyo",+81352464637,https://www.travelmyth.com/Tokyo/Hotels/MIMARU-TOKYO-UENO-INARICHO_tmid2720959,35.71304000,139.78228700,4
NOHGA HOTEL UENO TOKYO,"Taito-ku Higashi-ueno 2-21-10, 110-0015, Tokyo",+81358160211,https://www.travelmyth.com/Tokyo/Hotels/NOHGA-HOTEL-UENO-TOKYO_tmid2720758,35.71026800,139.77832900,4
Mitsui Garden Hotel Prana Tokyo Bay,"Akemi 6-2-1, 279-0014, Tokyo",+81473823331,https://www.travelmyth.com/Tokyo/Hotels/Mitsui-Garden-Hotel-Prana-Tokyo-Bay_tmid1898729,35.63686500,139.92486400,4
Urayasu Brighton Hotel Tokyo Bay,"Mihama 1-9, 279-0011, Tokyo",+81473557777,https://www.travelmyth.com/Tokyo/Hotels/Urayasu-Brighton-Hotel-Tokyo-Bay_tmid1076473,35.64999700,139.91188600,5
Tokyo Bay Maihama Hotel Club Resort,"Maihama 1-7, 279-0031, Tokyo",+81473503590,https://www.travelmyth.com/Tokyo/Hotels/Tokyo-Bay-Maihama-Hotel-Club-Resort_tmid328677,35.62938000,139.87373000,4
Hotel Monterey Ginza,"Chuo-ku Ginza 2-10-2 , 104-0061, Tokyo",+81335447111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Monterey-Ginza_tmid263657,35.67287800,139.76902700,4
Tokyo Prince Hotel,"Minato-ku, Shibakoen 3-3-1, 105-8560, Tokyo",+81334321111,https://www.travelmyth.com/Tokyo/Hotels/Tokyo-Prince-Hotel_tmid256927,35.65929900,139.74770800,4
Dormy Inn Akihabara,"Chiyoda-ku Sotokanda  4-12-5 , 101-0021, Tokyo",+81352950012,https://www.travelmyth.com/Tokyo/Hotels/Dormy-Inn-Akihabara_tmid188355,35.70271300,139.77328300,3
Hotel Niwa Tokyo,"Chiyoda-ku Kandamisaki-cho 1-1-16 , 101-0061, Tokyo",+81332930028,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Niwa-Tokyo_tmid186902,35.70050300,139.75680100,4
Hotel Metropolitan Tokyo Ikebukuro,"Toshima-ku, Nishi-Ikebukuro 1-6-1, 171-8505, Tokyo",+81339801111,https://www.travelmyth.com/Tokyo/Hotels/Hotel-Metropolitan-Tokyo-Ikebukuro_tmid151166,35.72872500,139.70902000,4
Sotetsu Fresa Inn Higashi Shinjuku,"Shinjuku-ku, Shinjuku 7-27-9, 160-0022, Tokyo",+81368922032,https://www.travelmyth.com/Tokyo/Hotels/Sotetsu-Fresa-Inn-Higashi-Shinjuku_tmid137219,35.69875000,139.70786400,3
Dormy Inn Premium Shibuya-jingumae,"Shibuya-ku Jingumae6-24-4, 150-0001, Tokyo",+81357745489,https://www.travelmyth.com/Tokyo/Hotels/Dormy-Inn-Premium-Shibuya-jingumae_tmid92814,35.66573200,139.70212400,3
Akasaka Excel Hotel Tokyu,"Chiyoda-ku, Nagatacho 2-14-3, 100-0014, Tokyo",+81335802311,https://www.travelmyth.com/Tokyo/Hotels/Akasaka-Excel-Hotel-Tokyu_tmid70781,35.67722400,139.73734400,4
